ID,Age,Height,Weight,Year,Event,F,M,Bronze,Gold,Silver,Medal_Earned,Olympic_Years,IEM,IEM_Bronze,IEM_Silver,IEM_Gold,ISM,ISM_Bronze,ISM_Silver,ISM_Gold,Opponents,OEM,OEM_Bronze,OEM_Silver,OEM_Gold,OSM,OSM_Bronze,OSM_Silver,OSM_Gold
3151,32.0,173.0,67.0,2016,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,5.0
3176,25.0,181.0,78.0,1972,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,2.0,1.0,2.0,6.0,3.0,1.0,2.0
3176,28.0,181.0,78.0,1976,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0
3176,37.0,181.0,78.0,1984,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3176,41.0,181.0,78.0,1988,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0
3176,45.0,181.0,78.0,1992,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
3176,45.0,181.0,78.0,1992,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,2.0,3.0,5.0,0.0,2.0,3.0
3193,31.0,174.0,74.0,2016,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,5.0
3336,34.0,178.0,76.0,1968,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0
3357,24.0,177.0,72.0,2004,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
3357,28.0,177.0,72.0,2008,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
3357,32.0,177.0,72.0,2012,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0
3370,25.0,182.0,75.0,1984,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
